row_id,butterfly_taxon,host_taxon_name,host_taxon_rank,current_confidence,curated_confidence,curation_action,evidence_basis,source_checked,citation_for_ui,notes_for_web_app,source_refs_current,doi_or_url_current,occurrence_count_in_web_app,use_for_default_download_current,host_plant_family,host_plant_genus,host_plant_species
516,Mechanitis lysimnia,Datura stramonium,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Uruguay: [Biezanko et al., 1974b]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,4303,true,Solanaceae,Datura,Datura stramonium
517,Mechanitis lysimnia,Lycopersicon esculentum,species,medium,high,upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [RJ, SP, Lima, 1928; Otero, 1986; Silva et al., 1968; Drummond & Brown, 1987 (ssp. lysimnia); SP, Freitas, p.c., 1989; SP, Brown & Freitas, 1994; SC, Lima, 1947; Pe, Arruda & Arruda, 1971]; Uruguay: [Biezanko et al., 1974b]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Lycopersicon,Lycopersicon esculentum
518,Mechanitis lysimnia,Nicandra physalodes,species,medium,high,reaudit_upgrade,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Brazil: [MG, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,3296,true,Solanaceae,Nicandra,Nicandra physalodes
519,Mechanitis lysimnia,Solanum acerifolium,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,769,true,Solanaceae,Solanum,Solanum acerifolium
520,Mechanitis lysimnia,Solanum aculeatissimum,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Argentina: [Hayward, 1969); Köhler, 1929 (Ovip.)]; Brazil: [d'Almeida, 1922 ((ssp. lysimnia); RJ, Drummond & Brown, 1987 (ssp. lysimnia); Silva et al., 1968; SP, Vasconcellos-Neto, 1991 (ssp. lysimnia)]; Neotropics: [Seitz, 1924b (ssp. nesaea]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Solanum,Solanum aculeatissimum
521,Mechanitis lysimnia,Solanum agrarium,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,446,true,Solanaceae,Solanum,Solanum agrarium
522,Mechanitis lysimnia,Solanum atropurpureum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,430,true,Solanaceae,Solanum,Solanum atropurpureum
523,Mechanitis lysimnia,Solanum aturense,species,medium,high,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Costa Rica: [Drummond & Brown, 1987 (ssp. utemaia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,874,true,Solanaceae,Solanum,Solanum aturense
524,Mechanitis lysimnia,Solanum brusquense,species,medium,high,reaudit_upgrade,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,5,true,Solanaceae,Solanum,Solanum brusquense
525,Mechanitis lysimnia,Solanum capsicoides,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SP, Freitas, p.c., 1988 (ssp. lysimnia); SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,952,true,Solanaceae,Solanum,Solanum capsicoides
526,Mechanitis lysimnia,Solanum donianum,species,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Argentina: [Hayward, 1969 (ssp. elisa); Hayward, 1960 (ssp. elisa)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,963,true,Solanaceae,Solanum,Solanum donianum
527,Mechanitis lysimnia,Solanum fastigiatum,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [MG, Drummond & Brown, 1987 (ssp. lysimnia); SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,34,true,Solanaceae,Solanum,Solanum fastigiatum
528,Mechanitis lysimnia,Solanum hexandrum,species,medium,high,reaudit_upgrade,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Brazil: [MG, Costa, 1999 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,175,true,Solanaceae,Solanum,Solanum hexandrum
529,Mechanitis lysimnia,Solanum hexandrum,species,high,high,keep,"Direct immature-stage, oviposition, field collection, or rearing evidence in a checked primary/focused source.","Costa 1999, New records of larval hostplants for Ithomiinae butterflies",Costa 1999,"Brazil, Minas Gerais records; some entries may be subspecies-specific in source table.  Exact butterfly-host-rank key appears 2 times in current CSV; UI should merge citations or deduplicate display.","Costa 1999 Table 1; record flags: f=first record, r=reared, p=feeding marks presumed as defined by author",https://doi.org/10.1590/S0034-71081999000300010,175,true,Solanaceae,Solanum,Solanum hexandrum
530,Mechanitis lysimnia,Solanum hirsutum,species,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [SC, Müller, 1886]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Solanum,Solanum hirsutum
531,Mechanitis lysimnia,Solanum hirtum,species,medium,high,keep,Costa 1999 table explicitly reports new larval hostplant records.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Costa 1999 table explicitly reports new larval hostplant records.,"Venezuela: [Guagliumi, 1967 (ssp. utemaia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,999,true,Solanaceae,Solanum,Solanum hirtum
532,Mechanitis lysimnia,Solanum incarceratum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Silva et al., 1968; Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,153,true,Solanaceae,Solanum,Solanum incarceratum
533,Mechanitis lysimnia,Solanum jatrophaefolium,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [SP, Drummond & Brown, 1987 (ssp. lysimnia)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,5,true,Solanaceae,Solanum,Solanum jatrophaefolium
